NAME1,ISOALPHA,COUNTRYNM,tot_popn_2020,A00_04B,A05_09B,A10_14B,A15_19B,A20_24B,A25_29B,A30_34B,A35_39B,A40_44B,A45_49B,A50_54B,A55_59B,A60_64B,A65_69B,A70_74B,A75_79B,A80_84B,A85PLUSB
saint-laurent-du-maroni,GUF,french guiana,123269,18912,18171,14439,11626,9683,10822,9637,8645,6605,4789,3307,2140,1547,1037,655,463,267,259
saint-louis,SEN,senegal,1176652,190356,161998,139036,123463,107706,89594,73313,57654,44269,35233,28373,22733,17264,14403,10498,6243,0,0
saint-paul,REU,reunion,232584,19095,20348,20185,19665,15568,15708,16612,19010,19176,16666,13501,11088,8093,5983,4597,3011,2091,1620
saint-pierre,MTQ,martinique,349256,27778,29124,28832,29092,22879,21050,22835,25457,28490,25855,21199,17886,14004,10923,9141,6228,4173,3529
saint-pierre,REU,reunion,349256,27778,29124,28832,29092,22879,21050,22835,25457,28490,25855,21199,17886,14004,10923,9141,6228,4173,3529
saint-pierre,SPM,saint pierre and miquelon,349256,27778,29124,28832,29092,22879,21050,22835,25457,28490,25855,21199,17886,14004,10923,9141,6228,4173,3529
saipan,MNP,northern mariana islands,49492,4465,4249,4524,3937,2500,2783,3520,4576,5241,4601,3824,2401,1426,650,413,231,109,48
saitama,JPN,japan,7263190,307431,323600,341046,363089,396535,431216,501215,618246,549479,471139,426662,491813,591210,503710,390958,277619,174682,145614
sakarya,TUR,turkey,992915,76742,80277,85247,83246,79428,85097,86338,78209,66004,67131,57330,49020,38308,27158,21188,16706,10357,4513
sakhalin,RUS,russian federation,449779,25658,23790,21167,24307,38103,37765,38220,35720,29551,32601,37406,38105,26982,11622,14179,6850,4893,1902
sakon nakhon,THA,thailand,778561,39105,42247,50215,54763,61223,70433,71726,69592,67768,61061,50747,38526,29470,21188,18187,12404,7478,4799
sal,CPV,cape verde,23351,2682,2195,1848,2083,2853,3097,2569,1694,1320,1034,724,433,224,197,150,120,105,86
sala ad-din,IRQ,iraq,1521269,243031,222164,197508,170360,148507,128107,113366,96599,78224,52530,39553,39449,23721,21074,15364,9914,0,0
salamat,TCD,chad,420307,86239,76321,47205,37212,29208,28374,22849,17057,15812,9313,10428,4254,7424,2668,4515,1438,0,0
salima,MWI,malawi,536221,94556,78428,64249,46184,45067,40615,30826,24830,16727,12764,9804,9588,6883,5905,4299,4298,2230,2869
salina,CUW,curacao,2484,147,161,177,188,133,127,132,164,183,211,197,171,150,117,88,63,40,33
salinas,PRI,puerto rico,31089,2109,2128,2500,2728,2006,2075,2097,2020,1897,1948,1868,1832,1825,1399,1089,700,452,460
saliurfa,TUR,turkey,2004929,308979,283123,269582,226239,180297,166039,139413,110665,78328,83742,51673,43640,34356,24070,18896,13012,7678,4357
salt cay,TCA,turks and caicos islands,80,5,5,5,4,3,5,7,7,6,5,4,3,2,1,1,1,0,0
salta,ARG,argentina,1396451,135230,140122,148305,144306,113744,104659,100842,86059,72145,65795,58279,52174,42272,32625,24822,18316,11341,7942
salto,URY,uruguay,132757,10114,10782,12465,12261,9928,8856,8366,8127,7130,7166,6762,6244,5567,4717,3888,3072,2043,1468
saltvik,ALA,aland islands,1911,104,105,118,111,89,84,113,117,126,127,138,147,143,120,78,78,59,48
salzburg,AUT,austria,541291,25489,26743,28864,32543,32986,35846,35419,35862,43786,45551,40237,34174,30976,26333,25140,15415,12743,11352
samangan,AFG,afghanistan,517653,80259,75184,64826,49632,38109,31133,25709,20984,17090,13755,10994,8680,7001,4481,2805,1545,0,0
samar,PHL,philippines,871810,104762,114793,117918,97641,66643,54603,51426,50101,45835,38304,32468,25376,21399,17111,12659,7800,0,0
samara,RUS,russian federation,3233317,161965,145505,133292,181603,269270,269483,251739,239944,211867,237220,254387,239723,199113,102811,157182,74404,68453,28536
samarqand,UZB,uzbekistan,3645201,388292,349396,379107,426644,405028,333835,285488,245098,212258,207528,170274,116510,66279,46039,52905,32379,0,0
samdrupjongkhar,BTN,bhutan,44217,4716,5207,5484,4448,3996,3661,2774,2632,2131,1983,1480,1241,1016,800,559,0,0,0
samegrelo-zemo svaneti,GEO,georgia,298244,19924,17968,16109,17655,20783,21760,20462,19405,18993,18688,21181,19149,16491,12143,0,0,0,0
samsun,TUR,turkey,1346681,97507,104396,122208,122147,109688,105417,105225,98051,84120,98764,75430,72003,55516,42821,32237,26781,14756,5913
samtse,BTN,bhutan,74315,7135,8053,8992,7736,7668,6233,4891,4337,3674,3341,2745,1913,1606,1320,1044,0,0,0
samtskhe-javakheti,GEO,georgia,150535,10071,9084,8145,8926,10501,10992,10334,9799,9589,9432,10687,9658,8312,6116,0,0,0,0
samut prakan,THA,thailand,2970561,188399,208952,253733,234913,174555,168494,199720,237855,253391,232428,210190,168851,140361,98550,74175,50617,28511,17793
samut sakhon,THA,thailand,1542076,98734,109532,132700,121220,88988,86651,103211,123341,131538,120604,109129,87853,73066,51304,38651,26380,14837,9239
samut songkhram,THA,thailand,154064,10367,11507,13765,11653,7890,8149,10040,12263,13161,12032,10929,8915,7444,5235,3988,2736,1528,946
san andres y providencia,COL,colombia,85867,8463,8871,9203,8566,7643,6969,6100,7314,7714,6238,4384,2931,1977,1594,1044,696,0,0
san fernando,TTO,trinidad and tobago,43567,2775,2792,2638,2912,3446,3882,3396,2858,2536,2996,3009,2582,2249,1794,1246,938,0,0
san german,PRI,puerto rico,34146,1925,2010,2301,2563,2468,2075,2021,2016,2079,2096,2131,2105,2308,2008,1524,1138,663,790
san jose,CRI,costa rica,1661690,109382,112687,128994,138748,148447,138148,121787,104170,101520,99402,90831,73646,56950,42933,32772,24989,18211,14704
san jose,URY,uruguay,1661690,109382,112687,128994,138748,148447,138148,121787,104170,101520,99402,90831,73646,56950,42933,32772,24989,18211,14704
san juan,ARG,argentina,1126930,92763,93007,92684,95041,85329,81466,78434,71759,63097,62073,59101,56324,50146,39782,30110,24081,17445,14842
san juan,PRI,puerto rico,1126930,92763,93007,92684,95041,85329,81466,78434,71759,63097,62073,59101,56324,50146,39782,30110,24081,17445,14842
san juan -laventille,TTO,trinidad and tobago,155541,11765,11255,10595,11291,13202,14798,12449,10329,9559,10301,9689,8326,6620,4946,3707,2733,0,0
san lorenzo,PRI,puerto rico,41181,2410,2628,3032,3266,2791,2841,2785,2633,2837,2971,2851,2603,2213,1848,1354,889,702,628
san luis,ARG,argentina,522828,44863,47419,49497,47144,39514,38169,39787,33800,29515,27603,24900,22789,19461,15581,11049,8375,5359,3966
san luis potosi,MEX,mexico,2869527,261724,284892,286199,285837,233146,200744,191306,186461,161763,139304,119474,92894,77494,60167,53266,36797,24759,21354
san marcos,GTM,guatemala,1246744,183297,169663,152192,134575,111887,95535,77270,61401,49099,40229,33314,29628,24737,18150,14387,10915,0,0
san marino,SMR,san marino,3507,177,172,177,159,152,174,222,292,316,330,274,225,201,180,140,118,93,92
san martin,PER,peru,962826,110893,103795,114915,102178,86082,76932,68755,64441,57631,45244,34025,24683,19734,14836,10957,7649,4090,3191
san miguel,SLV,el salvador,441105,45107,53396,53821,45605,37069,32970,28793,24164,20773,17842,15619,14078,11952,10153,8112,6291,3783,3425
san nicolas north,ABW,aruba,9891,618,689,754,745,589,604,561,688,701,821,763,655,512,382,340,240,121,90
san nicolas south,ABW,aruba,3784,239,245,280,262,238,179,206,198,225,291,351,296,205,157,138,124,66,70
san pedro,PRY,paraguay,420851,52010,51223,52146,50021,42924,32382,23947,21906,20294,17973,15842,13109,9852,7560,5410,3706,0,0
san salvador,BHS,bahamas,1690730,146180,172230,181865,160645,144128,146764,131839,118668,102312,81543,68362,54912,43608,34625,26680,21019,13122,10995
san salvador,SLV,el salvador,1690730,146180,172230,181865,160645,144128,146764,131839,118668,102312,81543,68362,54912,43608,34625,26680,21019,13122,10995
san sebastian,PRI,puerto rico,40889,2444,2535,3060,2846,2467,2488,2570,2588,2456,2664,2672,2643,2821,2230,1715,1220,867,701
san vicente,SLV,el salvador,168822,15839,20845,22910,18815,13758,12112,10464,8967,7727,6629,5734,5187,4580,3691,3035,2380,1594,1427
sana,YEM,yemen,1404222,210166,220371,202649,173635,129076,98183,60396,56179,46394,38061,34575,22404,24715,15037,17434,8045,7472,6508
sancti spiritus,CUB,cuba,473582,25601,24014,27535,28326,32647,29353,25533,35202,45970,43349,31644,26161,24276,21360,16757,12320,8729,8831
sandaun,PNG,papua new guinea,244520,29276,30598,27360,28826,23493,21365,17416,17172,13041,11628,8170,5879,4417,2985,1676,921,419,285
sandoyar,FRO,faeroe islands,1214,69,85,88,69,77,62,66,59,63,68,94,86,87,64,53,48,33,35
sandys,BMU,bermuda,7307,366,353,464,426,416,450,448,509,558,695,644,501,478,314,275,225,118,92
sangha,COG,congo,140258,18651,16956,12991,11896,10925,9725,9193,8156,6623,4873,3680,2675,2280,1629,1025,513,233,226
sangha mbaere,CAF,central african republic,139292,20557,18711,16993,14956,13524,11551,9292,7319,5664,4614,3914,3246,2641,2132,1591,986,0,0
sangre grande,TTO,trinidad and tobago,84247,6548,6470,6228,6660,7770,7594,6457,5871,5437,5796,5148,4266,3142,2344,1689,1101,0,0
sankt gallen,CHE,switzerland,508689,25572,25701,29230,33171,36829,36577,33507,33532,39941,42160,36751,31405,28913,25013,19446,15732,11536,10837
sanma,VUT,vanuatu,57730,8553,7726,7197,6348,5232,4778,3983,3422,2667,2447,1670,1483,1029,881,434,326,140,189
sant julia de loria,AND,andorra,7479,339,415,416,426,397,471,627,719,736,670,547,434,354,277,199,180,151,165
santa ana,SLV,el salvador,550051,49254,62534,63658,54215,44925,44122,38721,34521,30137,24806,21280,17986,15300,12657,9747,7675,4595,3757
santa antao,CPV,cape verde,49487,4527,4683,5623,6267,4229,3311,3009,3136,3033,2871,1993,1058,666,935,1515,1401,767,603
santa barbara,HND,honduras,431834,53332,52452,57607,52465,40257,31695,29510,25718,21394,17418,16428,12602,11957,8599,6699,5336,3267,2882
santa catarina,BRA,brazil,7361283,458824,493943,587823,616428,638420,639028,576900,532103,524461,499100,414813,335491,252614,177821,132190,88533,54423,36717
santa cruz,ABW,aruba,3626724,393093,354372,376568,395926,364711,310161,282216,233154,193194,161603,135080,104577,82478,57199,40954,24951,17061,12784
santa cruz,ARG,argentina,3626724,393093,354372,376568,395926,364711,310161,282216,233154,193194,161603,135080,104577,82478,57199,40954,24951,17061,12784
santa cruz,BOL,bolivia (plurinational state of),3626724,393093,354372,376568,395926,364711,310161,282216,233154,193194,161603,135080,104577,82478,57199,40954,24951,17061,12784
santa elena,ECU,ecuador,402496,46484,43311,42291,37775,34362,32259,29041,25404,21795,19321,15186,12590,9039,7373,5492,3865,2544,2196
santa fe,ARG,argentina,3443574,252619,260944,269073,284347,280136,269958,263096,215081,189526,187831,175771,164036,143995,117837,97853,78157,56581,44336
santa isabel,PRI,puerto rico,25081,1782,2004,2216,2087,1524,1567,1966,1971,1650,1515,1362,1240,1334,1040,771,549,277,263
santa rosa,GTM,guatemala,407647,59914,55459,49750,43994,36583,31241,25275,20088,16063,13160,10896,9689,8089,5935,4705,3569,0,0
santander,COL,colombia,2142331,206538,224721,233574,219354,198282,177875,160301,161164,150115,123113,98785,80970,64102,53827,41591,31476,0,0
santiago,CPV,cape verde,308663,33059,33386,37482,39410,34624,27476,20461,15519,15942,14000,10786,7391,3268,3233,4867,3871,3001,1821
santiago de cuba,CUB,cuba,1076537,68502,61118,68198,66776,80915,77956,61803,81314,98053,93066,70159,57833,50858,42257,32769,23010,14871,13515
santiago del estero,ARG,argentina,962983,91458,98535,106451,97090,74552,70617,69134,57521,47359,43700,41015,37552,30181,23901,18709,13561,9112,6688
santiago metropolitan,CHL,chile,7882841,583242,568763,582543,669905,693838,642067,560203,582828,570934,579628,501448,381653,307385,243998,169619,128586,0,0
santo domingo de los tsachilas,ECU,ecuador,475712,50654,53168,51947,47739,42410,39261,33468,28930,25181,22413,17645,14375,10975,8572,6357,3810,2514,1912
santon,IMN,isle of man,689,33,35,46,42,28,36,45,47,66,67,50,41,43,37,26,13,12,6
sao nicolau,CPV,cape verde,13016,1193,1392,1364,1497,997,1071,880,840,708,594,466,317,281,251,355,377,252,210
sao paulo,BRA,brazil,45954427,2860721,3058803,3555142,3527950,3863591,4025612,3783864,3393721,3180888,2939578,2602016,2123891,1641726,1184358,913933,641506,422600,288098
sao tome,STP,sao tome and principe,202749,30364,28911,24298,21049,18291,16904,14242,11011,8974,7134,6125,4349,3038,2187,2129,1594,923,662
sao vicente,CPV,cape verde,87337,7512,7805,8150,9548,10068,8208,6572,5611,5172,4892,3758,2395,1416,1545,1775,1554,900,713
saraburi,THA,thailand,832107,55091,61140,73439,63779,44442,44938,54718,66339,71044,65016,58978,47898,39941,28070,21302,14589,8166,5066
saramacca,SUR,suriname,16740,1338,1378,1602,1543,1394,1256,1076,1281,1396,1390,1027,685,510,392,323,244,124,46
sarangani,PHL,philippines,582533,74692,74666,72175,65322,52547,44244,39667,36265,31002,25113,19712,14442,10708,7229,5070,2807,0,0
saratov,RUS,russian federation,2385373,119707,108125,106224,139861,197681,187139,174389,166243,158203,181794,186497,169283,142677,81660,129467,56362,52309,22719
saravane,LAO,lao people's democratic republic,455072,64626,67935,64409,47095,33060,30728,27515,24996,19551,17269,15089,10056,8701,5831,4746,0,0,0
sarawak,MYS,malaysia,2692266,230167,266951,261465,266698,248265,220481,179055,181025,170534,152765,126790,102221,77498,57016,36981,0,0,0
sardegna,ITA,italy,1594253,62797,64139,66414,73392,83848,92737,106239,125636,127713,130173,118199,109830,103978,87812,79931,0,0,0
sari pul,AFG,afghanistan,714184,110730,103728,89437,68476,52577,42953,35469,28951,23579,18978,15168,11975,9660,6182,3870,2132,0,0
sark,GGY,guernsey,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sarpang,BTN,bhutan,50175,5039,5637,5922,5641,5344,4525,3349,2911,2291,2173,1700,1193,962,707,459,0,0,0
saskatchewan,CAN,canada,1173767,72885,67479,70189,76728,78206,76237,71023,66325,66493,81231,84578,76490,62227,45308,37006,31748,26323,28092
sassandra-marahoue,CIV,cote d'ivoire,2627632,412839,369658,333834,284066,239999,204074,175028,145744,120827,100219,82514,66453,53339,39176,24879,12847,0,0
satun,THA,thailand,278431,19220,20312,22948,22450,21086,21886,22371,22858,21904,19625,15759,12373,9713,7156,6383,4738,2916,1999
savaii,WSM,samoa,45819,6508,5960,5858,4790,2933,2658,2572,2625,2481,2247,1954,1569,1099,934,729,0,0,0
savanes,CIV,cote d'ivoire,3037958,495086,477039,390726,309858,254065,216774,191289,155767,131267,103479,87393,64335,56450,38450,29691,14583,0,0
savanes,TGO,togo,3037958,495086,477039,390726,309858,254065,216774,191289,155767,131267,103479,87393,64335,56450,38450,29691,14583,0,0
savaneta,ABW,aruba,12054,805,822,940,897,624,612,690,792,924,1041,1040,770,631,534,390,298,140,82
savannakhet,LAO,lao people's democratic republic,1004539,121342,136582,137542,111440,88197,77590,64102,59990,44167,38383,31483,22552,18230,13596,10376,0,0,0
savinjska,SVN,slovenia,255013,12978,11614,12245,13380,15005,18723,19758,18299,19259,20154,20086,18523,14086,12474,10419,8529,5654,3525
savnik,MNE,montenegro,1415,56,74,69,94,97,92,61,78,90,110,106,90,109,58,90,62,42,25
schaan,LIE,liechtenstein,6192,272,307,344,310,331,375,387,451,518,512,442,487,461,340,232,163,110,119
schaffhausen,CHE,switzerland,79938,3507,3562,4098,4635,5224,5226,4884,4824,5994,6829,6254,5357,5070,4376,3564,2996,2398,2261
scharloo,CUW,curacao,429,25,27,30,32,23,22,22,28,31,36,34,29,26,20,15,11,6,5
schellenberg,LIE,liechtenstein,1056,42,64,86,65,63,63,65,59,97,90,91,70,61,46,33,26,13,10
schleswig-holstein,DEU,germany,2862085,115324,129138,152643,154729,158510,149429,151671,163491,239564,254422,215271,184215,176868,167883,188768,116570,78332,69811
schwyz,CHE,switzerland,166184,8460,8279,9324,10088,10286,10690,11181,12334,14532,15099,12838,10633,9659,7867,5868,5006,3454,2922
scotland,GBR,united kingdom of great britain and northern ireland,5449159,301217,277356,299995,340375,374485,355595,330933,349802,406039,422757,386657,340411,346198,268724,226966,183268,128124,108962
sedhiou,SEN,senegal,586411,94918,80774,69323,61554,53690,44649,36522,28711,22039,17538,14121,11314,8591,7168,5225,3105,0,0
segou,MLI,mali,2953340,551268,497668,380043,300697,218858,194110,162369,131317,114241,94015,82749,64786,54047,34818,27631,16784,0,0
sekong,LAO,lao people's democratic republic,141099,23897,21041,18074,14434,10956,9989,8534,7199,5827,4717,4097,2630,2536,1605,1378,0,0,0
selangor,MYS,malaysia,6820110,555937,576246,542203,554972,780733,797829,613177,523092,438186,368013,291594,215471,167632,93075,67870,0,0,0
selenge,MNG,mongolia,92335,9959,7697,8682,7561,8056,8006,7526,7158,6738,6070,4705,2837,1837,1308,1045,541,265,119
selibe phikwe,BWA,botswana,50084,5702,5169,4982,5062,4807,4986,4093,3248,2382,1971,1589,1294,900,664,532,427,315,472
sembabule,UGA,uganda,325785,53643,48570,43044,34612,27850,21735,17063,13430,11127,8056,7066,4201,3845,2632,2422,1315,1146,1164
semenawi keyih bahri,ERI,eritrea,724738,96026,80233,64537,59955,57713,50597,38703,27589,21252,17353,14136,10821,8774,5654,3314,1755,0,0
semnan,IRN,iran (islamic republic of),661777,55329,50226,50346,58651,74693,76986,61889,49456,43557,35778,31312,23790,16533,11926,9941,8110,4984,3177
seoul,KOR,republic of korea,9222585,372257,385567,510878,594647,640318,841463,802955,796371,746411,734342,727756,554613,438878,339118,246847,149586,81708,52337
serere,UGA,uganda,392475,64555,58466,51824,41688,33592,26214,20576,16190,13408,9704,8524,5066,4642,3176,2927,1586,1387,1407
sergipe,BRA,brazil,2395812,187997,199214,231586,224681,223143,210486,189290,165145,151138,126783,100993,82116,65599,48887,36323,24687,16512,14792
serravalle,SMR,san marino,10964,555,541,555,498,475,544,696,912,988,1034,858,704,630,563,439,370,291,287
seru grandi,CUW,curacao,3549,210,231,253,270,191,182,188,234,262,301,281,245,215,167,125,90,57,47
seru lora,CUW,curacao,3327,197,217,237,253,179,170,176,220,246,282,264,229,202,157,117,84,53,44
serua,FJI,fiji,21844,2312,2102,2229,2081,2112,1785,1700,1351,1376,1274,1001,756,657,456,264,0,0,0
setif,DZA,algeria,1718729,170749,140455,166747,194106,200063,172091,135473,106022,91992,81912,64517,50039,30528,27396,23465,16726,8422,5745
sevastopol,UKR,ukraine,381537,21729,19082,14121,16154,25406,33534,33218,28270,25263,24675,29160,28830,26396,15456,18740,12469,8075,4712
sfax,TUN,tunisia,1030014,88074,78667,71775,74575,87520,85610,95811,73866,66962,63358,64032,49679,38466,23933,20685,15508,0,0
shaanxi,CHN,china,38164479,1835499,1696786,2046069,3385263,4005362,2872827,2583933,3346494,3444959,3005220,2528906,2306423,1639121,1239557,961210,606677,276999,150987
shabwah,YEM,yemen,719369,106360,117743,109040,86576,59548,51010,35416,34418,22660,20021,14605,10482,10433,7579,6894,3644,3113,2954
shahbuz,AZE,azerbaijan,25710,2129,1796,2379,2528,2454,2248,1985,1895,1872,1733,1307,808,490,468,679,462,185,81
shaki-zaqatala,AZE,azerbaijan,621602,44100,42396,54990,66872,60666,48621,43143,44083,49978,51427,37350,22121,11056,10601,14626,9272,3885,1512
shan,MMR,myanmar,7233607,746536,783850,803261,725837,649277,606049,553783,484624,450378,376366,348397,251042,198532,115259,83511,50124,35961,24090
shandong,CHN,china,99206377,5491234,5113662,4911522,5621672,9763650,7141303,6692397,8143745,9600563,8311937,6436741,6829436,4838674,3238775,2569671,2022857,1192993,682013
shanghai,CHN,china,31356140,1074031,856716,753818,1517939,3547684,3481087,2881227,2601218,2542241,2437913,2440681,2333301,1541186,900812,708146,751554,475931,319888
shanxi,CHN,china,38248828,1940412,1986975,2572567,3588340,3397818,2887278,2658497,3501239,3410870,3032017,2475660,2180933,1503716,997967,834131,608667,299201,139825
sharjah,ARE,united arab emirates,2289284,104020,99275,91719,85546,157610,237402,228699,178610,121801,80550,49548,23968,9864,5250,3442,1566,0,0
sharkia,EGY,egypt,7332407,779021,762070,758988,843822,763740,605318,443613,442029,395385,346624,272551,203062,142708,109870,68489,0,0,0
sharur,AZE,azerbaijan,93512,6884,7300,9407,10003,9944,8294,6907,6781,7009,6432,4749,3081,1208,1071,1856,1205,468,173
sheema,UGA,uganda,246879,40564,36748,32579,26217,21155,16507,12955,10190,8436,6104,5368,3189,2926,2001,1847,999,876,888
shefa,VUT,vanuatu,114248,14839,12041,11473,12624,13453,10164,8817,7647,6368,5541,4011,3195,1995,1621,772,613,289,332
shida kartli,GEO,georgia,256957,17184,15500,13897,15229,17919,18759,17637,16724,16367,16100,18244,16489,14194,10447,0,0,0,0
shiga,JPN,japan,1431157,69305,73028,74852,74992,81874,84037,97663,113493,96460,89306,84747,94157,108137,85155,67821,59159,45289,39964
shimane,JPN,japan,650012,26044,28215,30224,30160,24716,30355,36324,40728,35535,36869,41276,48180,55326,41634,39546,41389,33834,33412
shinyanga,TZA,united republic of tanzania,2004402,342888,298600,247825,197046,167758,132495,108504,90697,70984,50930,45309,25917,26787,17207,17032,10390,0,0
shirak,ARM,armenia,237710,16658,14257,14873,20733,23530,19184,14654,13064,13596,16280,17476,13378,9245,5042,8623,5565,3783,1355
shiselweni,SWZ,swaziland,245066,27594,29970,31956,29011,21582,14857,10537,8959,7441,6725,5332,4427,4470,3654,2254,1866,836,1169
shizuoka,JPN,japan,3601572,156593,165412,173137,163583,158578,198461,228600,272274,244941,228688,223888,253744,291822,242881,204489,172708,129354,113274
shkoder,ALB,albania,202141,10762,13615,17981,20221,16213,11382,10137,10886,12797,13507,13688,11278,9206,8037,7005,5004,2657,1705
shterpce,KOS,kosovo,6758,518,614,565,518,558,514,518,489,438,376,346,311,235,199,194,148,0,0
shtime,KOS,kosovo,31784,2853,3374,3617,3408,2857,2240,2363,2191,1916,1544,1328,952,868,721,484,347,0,0
